year,month,day,hour,use,temp,humid
2018,3,7,12,185.44234604570866,9.4,52.0
2018,3,7,13,183.364543030185,10.5,47.0
2018,3,7,14,186.10782256807838,11.2,51.0
2018,3,7,15,183.23930580222094,11.1,52.0
2018,3,7,16,174.62068937621189,11.0,52.0
2018,3,7,17,162.61447247424408,9.7,60.0
2018,3,7,18,152.32279047568483,7.3,88.0
2018,3,7,19,147.06631901557526,6.1,97.0
2018,3,7,20,146.85003098577602,5.5,98.0
2018,3,7,21,146.00260282783813,4.7,99.0
2018,3,7,22,133.0106065225578,4.4,99.0
2018,3,7,23,76.56642883631194,4.2,99.0
2018,3,7,24,76.19305867119249,4.1,99.0
2018,3,8,1,76.16075629811273,4.2,99.0
2018,3,8,2,76.29387126227066,4.2,99.0
2018,3,8,3,76.69100570053169,4.3,99.0
2018,3,8,4,76.78999472989614,4.4,99.0
2018,3,8,5,76.84635879184964,4.1,99.0
2018,3,8,6,77.16501202366786,3.9,99.0
2018,3,8,7,77.11329571264748,3.3,99.0
2018,3,8,8,80.39672254770736,3.1,99.0
2018,3,8,9,93.05981738077134,2.9,99.0
2018,3,8,10,107.97827368169696,4.3,99.0
2018,3,8,11,116.70425088583642,5.2,87.0
2018,3,8,12,121.58853554257445,5.3,86.0
2018,3,8,13,123.80713844231848,5.4,84.0
2018,3,8,14,122.28194771975298,5.9,84.0
2018,3,8,15,118.62527674318898,5.6,83.0
2018,3,8,16,110.04038171616823,5.3,86.0
2018,3,8,17,95.92621568965518,5.2,82.0
2018,3,8,18,83.71796654925355,3.8,89.0
2018,3,8,19,78.08995856762748,3.3,89.0
2018,3,8,20,78.35715383683673,3.1,87.0
2018,3,8,21,77.74676853790575,2.6,82.0
2018,3,8,22,76.85815586248009,2.3,82.0
2018,3,8,23,76.9217990484547,2.0,81.0
2018,3,8,24,77.0776953015547,1.7,83.0
2018,3,9,1,76.8505503372953,1.8,82.0
2018,3,9,2,77.29026059375728,1.9,82.0
2018,3,9,3,77.44732760624363,2.1,82.0
2018,3,9,4,77.45650968685612,2.1,82.0
2018,3,9,5,77.54082452645227,2.2,78.0
2018,3,9,6,77.79166823157327,2.3,79.0
2018,3,9,7,77.93603332387116,2.4,79.0
2018,3,9,8,81.38347611356632,2.6,78.0
2018,3,9,9,93.95866443399743,3.1,75.0
2018,3,9,10,109.06601627169556,3.8,71.0
2018,3,9,11,117.64115455041797,4.5,67.0
2018,3,9,12,123.18270529098739,6.6,59.0
2018,3,9,13,124.37912938660496,6.5,56.0
2018,3,9,14,122.91986791839602,7.9,54.0
2018,3,9,15,119.4655782656803,8.8,52.0
2018,3,9,16,111.35278534496817,9.2,50.0
2018,3,9,17,98.03465504606403,9.4,51.0
2018,3,9,18,84.92497914903062,8.4,52.0
2018,3,9,19,77.86638889333483,6.5,66.0
2018,3,9,20,77.70048258446967,5.0,77.0
2018,3,9,21,77.0169947669979,4.6,81.0
2018,3,9,22,76.430295606567,3.9,85.0
2018,3,9,23,76.72210580832127,3.3,88.0
2018,3,9,24,76.84373371994245,2.8,90.0
2018,3,10,1,77.2061247076949,2.7,89.0
2018,3,10,2,77.34618735376563,2.1,94.0
2018,3,10,3,77.40454258884125,1.9,95.0
2018,3,10,4,77.43221107358556,1.6,97.0
2018,3,10,5,77.49087254604643,1.6,97.0
2018,3,10,6,77.75141754907504,1.4,97.0
2018,3,10,7,87.26804927244908,1.1,98.0
2018,3,10,8,148.65124997274881,0.9,98.0
2018,3,10,9,164.41334994244417,1.6,97.0
2018,3,10,10,174.04625105331584,4.0,91.0
2018,3,10,11,174.88126966585278,5.3,75.0
2018,3,10,12,172.754137226583,8.1,64.0
2018,3,10,13,174.90669871095278,9.9,45.0
2018,3,10,14,174.89878694838276,10.0,40.0
2018,3,10,15,179.24803708602798,11.6,32.0
2018,3,10,16,162.39961985342333,12.4,35.0
2018,3,10,17,154.18158083084597,11.5,38.0
2018,3,10,18,146.16006555447657,9.6,43.0
2018,3,10,19,141.1771321321355,7.0,55.0
2018,3,10,20,141.7818009998754,5.2,67.0
2018,3,10,21,128.6783153828267,4.3,73.0
2018,3,10,22,74.52752553013023,3.6,80.0
2018,3,10,23,74.32026331166047,3.3,72.0
2018,3,10,24,74.33101816699218,3.4,70.0
2018,3,11,1,74.5616439035068,2.7,74.0
2018,3,11,2,74.60275406706154,2.6,77.0
2018,3,11,3,74.85518440949947,1.7,84.0
2018,3,11,4,75.15205067870053,1.6,85.0
2018,3,11,5,75.38084781255681,1.3,86.0
2018,3,11,6,75.26430495381393,1.4,89.0
2018,3,11,7,75.16230774075171,1.4,86.0
2018,3,11,8,75.60402681364195,2.4,84.0
2018,3,11,9,77.584484147745,3.5,79.0
2018,3,11,10,93.04752503733266,5.9,66.0
2018,3,11,11,97.3586038821325,8.3,62.0
2018,3,11,12,103.22710272888072,10.2,55.0
2018,3,11,13,92.54276895205753,12.6,51.0
2018,3,11,14,78.01198145564597,13.7,45.0
2018,3,11,15,76.34319186436373,15.0,39.0
2018,3,11,16,77.91299998769844,14.9,39.0
2018,3,11,17,75.39516031454912,14.7,41.0
2018,3,11,18,79.27575383152868,13.7,43.0
2018,3,11,19,75.03586446678902,12.2,39.0
2018,3,11,20,73.78890238095434,10.8,56.0
2018,3,11,21,72.90752976222903,9.7,63.0
2018,3,11,22,67.50451174104032,8.2,76.0
2018,3,11,23,62.1254760138477,7.6,78.0
2018,3,11,24,62.00888778660331,6.5,86.0
2018,3,12,1,61.996713905363045,5.6,90.0
2018,3,12,2,62.15332093165347,5.0,94.0
2018,3,12,3,61.90302668949527,4.5,96.0
2018,3,12,4,61.6896094776531,4.2,97.0
2018,3,12,5,61.458956015943095,3.6,97.0
2018,3,12,6,61.64140166408333,3.0,97.0
2018,3,12,7,54.73570325849822,3.0,97.0
2018,3,12,8,55.45552494450398,3.9,95.0
2018,3,12,9,63.013762288109675,5.7,86.0
2018,3,12,10,66.17413714469521,8.1,70.0
2018,3,12,11,76.94319911857282,11.1,57.0
2018,3,12,12,102.18759315717496,14.4,47.0
2018,3,12,13,108.19234495610266,16.6,45.0
2018,3,12,14,108.18496879389778,17.5,34.0
2018,3,12,15,100.64962364001562,17.9,24.0
2018,3,12,16,94.2937335019477,18.6,18.0
2018,3,12,17,92.22198844161264,17.8,18.0
2018,3,12,18,79.55134101328231,15.8,22.0
2018,3,12,19,74.77422179807094,13.6,39.0
2018,3,12,20,74.81981588185889,12.3,51.0
2018,3,12,21,73.96899390796032,10.9,58.0
2018,3,12,22,72.902997953022,10.4,64.0
2018,3,12,23,72.45559899578912,9.8,55.0
2018,3,12,24,71.92076989518928,8.3,67.0
2018,3,13,1,71.83657855873615,8.2,68.0
2018,3,13,2,71.66399047778654,8.0,67.0
2018,3,13,3,62.632214450591874,6.9,78.0
2018,3,13,4,61.432276816579076,5.9,77.0
2018,3,13,5,59.601017580421576,6.7,77.0
2018,3,13,6,58.11716386391838,6.2,78.0
2018,3,13,7,47.695507409695075,6.4,79.0
2018,3,13,8,4.622349613232385,7.3,78.0
2018,3,13,9,4.679747068831551,10.3,67.0
2018,3,13,10,4.760476536571742,13.3,53.0
2018,3,13,11,5.742407178672278,15.8,47.0
2018,3,13,12,7.716776311919037,18.7,38.0
2018,3,13,13,9.485612270698267,19.9,40.0
2018,3,13,14,9.260298429569533,20.6,44.0
2018,3,13,15,8.320802459220785,20.5,46.0
2018,3,13,16,7.688490311459638,20.1,48.0
2018,3,13,17,7.238981718906246,19.3,49.0
2018,3,13,18,6.107779885163281,18.1,46.0
2018,3,13,19,4.947445172265942,16.5,44.0
2018,3,13,20,3.509718619443515,15.8,46.0
2018,3,13,21,2.969635594320846,15.2,49.0
2018,3,13,22,2.9716318083875732,15.0,50.0
2018,3,13,23,2.966510208660819,14.5,54.0
2018,3,13,24,3.001856052050649,13.7,56.0
2018,3,14,1,2.9240944404513307,12.8,60.0
2018,3,14,2,2.8603769005436823,12.4,63.0
2018,3,14,3,2.855765696458989,11.9,67.0
2018,3,14,4,2.868644049708915,11.2,70.0
2018,3,14,5,2.9909323250743935,10.5,75.0
2018,3,14,6,3.0188200909093688,9.9,78.0
2018,3,14,7,3.008609657595845,9.7,80.0
2018,3,14,8,3.433992289231674,10.5,80.0
2018,3,14,9,18.106983572938315,13.2,69.0
2018,3,14,10,50.639033431393166,16.7,57.0
2018,3,14,11,82.66756349623921,19.7,50.0
2018,3,14,12,87.033760029437,22.5,45.0
2018,3,14,13,78.08388422936889,22.7,44.0
2018,3,14,14,78.06810355225805,22.8,41.0
2018,3,14,15,127.5481166970617,22.3,44.0
2018,3,14,16,123.89387923650962,22.2,46.0
2018,3,14,17,120.29674433629683,21.2,49.0
2018,3,14,18,138.53028712492394,19.9,58.0
2018,3,14,19,85.46509494029328,18.5,68.0
2018,3,14,20,74.42118050233935,17.7,73.0
2018,3,14,21,74.60835455652654,17.1,72.0
2018,3,14,22,74.95060949102256,16.9,70.0
2018,3,14,23,75.32559023794583,16.6,75.0
2018,3,14,24,75.67643116135386,16.5,77.0
2018,3,15,1,75.76223307961084,16.5,84.0
2018,3,15,2,75.90177776862258,16.8,84.0
2018,3,15,3,76.05420081088425,16.9,85.0
2018,3,15,4,76.01673651052083,16.2,90.0
2018,3,15,5,76.11424980334984,15.3,98.0
2018,3,15,6,75.98048581757298,15.5,99.0
2018,3,15,7,76.42040149252794,15.4,99.0
2018,3,15,8,81.0481688609831,15.3,99.0
2018,3,15,9,95.41522773660229,15.1,99.0
2018,3,15,10,111.4177996678775,15.6,99.0
2018,3,15,11,119.70303070143703,15.8,99.0
2018,3,15,12,123.64816217205997,15.7,99.0
2018,3,15,13,124.3582560951989,15.7,99.0
2018,3,15,14,120.36268241230648,15.1,99.0
2018,3,15,15,118.55775202986241,14.9,99.0
2018,3,15,16,109.52943283043608,14.6,99.0
2018,3,15,17,89.23035416500092,14.3,99.0
2018,3,15,18,80.5314380117799,13.8,99.0
2018,3,15,19,77.16273981788358,13.4,99.0
2018,3,15,20,77.24108239834953,12.5,99.0
2018,3,15,21,76.39891446611526,12.1,99.0
2018,3,15,22,75.0883432206821,11.3,99.0
2018,3,15,23,74.92112374574528,9.6,99.0
2018,3,15,24,74.90647854140852,9.3,99.0
2018,3,16,1,75.06088393513923,7.6,99.0
2018,3,16,2,75.17928816268044,7.5,99.0
2018,3,16,3,75.36644331332532,7.8,99.0
2018,3,16,4,75.55388201710467,8.1,99.0
2018,3,16,5,75.70953882533556,7.9,99.0
2018,3,16,6,76.03921912349458,7.4,99.0
2018,3,16,7,76.14165111802966,7.1,99.0
2018,3,16,8,79.26038777211225,6.9,99.0
2018,3,16,9,92.19164699598733,7.2,98.0
2018,3,16,10,107.3354738486686,7.7,98.0
2018,3,16,11,114.76102596864462,7.9,99.0
2018,3,16,12,119.44985807990484,8.2,99.0
2018,3,16,13,120.8134625831385,8.5,98.0
2018,3,16,14,118.41063458180587,10.5,78.0
2018,3,16,15,115.0590314913282,10.8,68.0
2018,3,16,16,105.79341612542814,10.2,87.0
2018,3,16,17,85.3177355268953,10.2,87.0
2018,3,16,18,76.28051779999096,9.1,88.0
2018,3,16,19,73.12315742828399,8.0,92.0
2018,3,16,20,61.55627019145988,7.9,93.0
2018,3,16,21,5.084579029516549,7.9,92.0
2018,3,16,22,3.8745103570678756,7.8,84.0
2018,3,16,23,3.335038546479527,7.3,74.0
2018,3,16,24,3.1713792386755935,6.7,77.0
2018,3,17,1,2.9275991571934816,6.2,81.0
2018,3,17,2,2.9178600522012688,5.7,83.0
2018,3,17,3,2.909512247922229,5.6,85.0
2018,3,17,4,2.226020649741987,5.3,82.0
2018,3,17,5,1.2458795429790475,4.9,88.0
2018,3,17,6,1.2499324624478567,4.9,88.0
2018,3,17,7,13.08357766653603,3.9,89.0
2018,3,17,8,60.248011479367925,4.5,86.0
2018,3,17,9,72.64274406454476,6.7,80.0
2018,3,17,10,73.24660638114659,7.5,72.0
2018,3,17,11,76.17053825113415,8.6,67.0
2018,3,17,12,80.27317151571633,10.8,59.0
2018,3,17,13,79.32347645417943,11.2,55.0
2018,3,17,14,96.95518338593912,12.9,51.0
2018,3,17,15,129.8313344248545,13.5,48.0
2018,3,17,16,122.81830800727897,14.8,47.0
2018,3,17,17,120.71553593285124,15.3,44.0
2018,3,17,18,120.27996681238879,14.5,43.0
2018,3,17,19,92.78124469957068,10.8,67.0
2018,3,17,20,74.88927505768068,9.3,74.0
2018,3,17,21,74.82757263538205,8.3,81.0
2018,3,17,22,75.02488654965818,7.6,85.0
2018,3,17,23,75.18409344313272,7.0,89.0
2018,3,17,24,75.26655069463901,6.5,91.0
2018,3,18,1,62.71090611647229,6.1,93.0
2018,3,18,2,61.44040533976746,5.6,95.0
2018,3,18,3,61.35540997264856,4.9,97.0
2018,3,18,4,61.318110763221206,4.2,98.0
2018,3,18,5,61.2166604926495,4.4,98.0
2018,3,18,6,61.26046000015524,4.2,98.0
2018,3,18,7,61.24623823516597,3.7,98.0
2018,3,18,8,74.1501717585304,4.9,98.0
2018,3,18,9,77.74910879644231,6.7,86.0
2018,3,18,10,80.12760415812826,8.0,80.0
2018,3,18,11,85.78150999270335,9.6,73.0
2018,3,18,12,85.96922846890872,12.4,65.0
2018,3,18,13,91.49277547579298,14.4,63.0
2018,3,18,14,82.63344512286262,14.5,63.0
2018,3,18,15,81.26291058102231,15.3,66.0
2018,3,18,16,116.40337832590423,12.9,93.0
2018,3,18,17,138.1385162517311,11.9,99.0
2018,3,18,18,111.11103424369277,11.7,99.0
2018,3,18,19,76.38702413800947,11.7,99.0
2018,3,18,20,74.89357876414398,11.7,99.0
2018,3,18,21,74.61915478035976,11.6,99.0
2018,3,18,22,74.76110021924343,11.6,99.0
2018,3,18,23,75.00392504172139,11.6,99.0
2018,3,18,24,74.92790759695815,11.7,99.0
2018,3,19,1,74.96680352559164,11.9,99.0
2018,3,19,2,75.1093475766481,11.9,99.0
2018,3,19,3,75.22836805966824,12.0,99.0
2018,3,19,4,75.14385410275987,12.1,99.0
2018,3,19,5,75.06198538153716,12.2,99.0
2018,3,19,6,75.00359612008539,12.3,99.0
2018,3,19,7,75.00662950850624,12.4,99.0
2018,3,19,8,75.2029881637782,12.8,99.0
2018,3,19,9,75.41059442671781,13.3,99.0
2018,3,19,10,78.56122765783881,13.9,99.0
2018,3,19,11,84.06013074674654,14.3,99.0
2018,3,19,12,94.61868287358749,14.3,99.0
2018,3,19,13,89.98032448050054,14.1,99.0
2018,3,19,14,81.54406170539251,13.8,99.0
2018,3,19,15,80.09779831286806,13.2,99.0
2018,3,19,16,80.87650831384225,12.5,99.0
2018,3,19,17,81.38389451196919,12.2,93.0
2018,3,19,18,81.25151930643321,11.6,89.0
2018,3,19,19,76.8574551711789,10.6,95.0
2018,3,19,20,75.86436009699683,9.5,98.0
2018,3,19,21,75.66033416496857,9.2,97.0
2018,3,19,22,75.79339619920808,9.1,96.0
2018,3,19,23,75.79697526988326,8.8,95.0
2018,3,19,24,76.27611579510771,8.6,91.0
2018,3,20,1,62.72026589038238,8.5,85.0
2018,3,20,2,61.399650562807935,8.2,82.0
2018,3,20,3,61.314296028385364,7.9,79.0
2018,3,20,4,61.27220162039495,7.5,71.0
2018,3,20,5,61.236126100272394,7.2,72.0
2018,3,20,6,61.14527567598556,7.2,71.0
2018,3,20,7,61.19227492308437,7.2,64.0
2018,3,20,8,62.88762147082375,7.4,57.0
2018,3,20,9,68.12635384684037,7.8,52.0
2018,3,20,10,72.55415576415298,9.4,44.0
2018,3,20,11,70.96814730506843,11.5,42.0
2018,3,20,12,73.94310739713669,12.8,37.0
2018,3,20,13,77.35803987478681,12.7,39.0
2018,3,20,14,83.38001154051236,11.9,37.0
2018,3,20,15,86.64819455906267,11.3,37.0
2018,3,20,16,80.17397076667815,10.4,38.0
2018,3,20,17,72.7667260973002,9.6,39.0
2018,3,20,18,82.52907992606848,8.9,39.0
2018,3,20,19,79.75867254474052,8.2,43.0
2018,3,20,20,78.06153394119123,6.6,54.0
2018,3,20,21,77.39695596719876,4.5,73.0
2018,3,20,22,76.84872299487311,3.3,84.0
2018,3,20,23,77.0094976221223,2.1,93.0
2018,3,20,24,77.2047044215502,1.3,97.0
2018,3,21,1,77.134032898549,0.9,98.0
2018,3,21,2,63.474519748566856,0.6,99.0
2018,3,21,3,61.318967723805414,0.6,99.0
2018,3,21,4,61.15229645159524,0.6,99.0
2018,3,21,5,76.10882196623784,0.9,99.0
2018,3,21,6,77.41317772696323,0.9,99.0
2018,3,21,7,77.60723015007478,1.2,99.0
2018,3,21,8,94.67125488495591,1.3,99.0
2018,3,21,9,167.69910191320673,1.3,99.0
2018,3,21,10,183.10382789527569,1.8,99.0
2018,3,21,11,188.71545154667353,2.9,99.0
2018,3,21,12,186.03171690678442,4.6,98.0
2018,3,21,13,181.9304535189008,3.8,88.0
2018,3,21,14,169.2880996524468,4.1,87.0
2018,3,21,15,160.61974548617792,3.4,92.0
2018,3,21,16,152.46819526280913,3.2,97.0
2018,3,21,17,148.8393805461763,3.3,97.0
2018,3,21,18,147.79481616725988,3.0,95.0
2018,3,21,19,146.57183259471284,2.7,96.0
2018,3,21,20,147.01415280024818,2.6,95.0
2018,3,21,21,133.26861971115457,2.7,93.0
2018,3,21,22,76.93676813348284,2.6,92.0
2018,3,21,23,76.45169693692127,2.4,91.0
2018,3,21,24,76.09452206660707,2.1,94.0
2018,3,22,1,76.00507302492264,2.2,94.0
2018,3,22,2,76.06332240016138,1.8,96.0
2018,3,22,3,76.09572055118879,1.9,95.0
2018,3,22,4,76.1217482084616,2.1,94.0
2018,3,22,5,76.376526370853,2.3,91.0
2018,3,22,6,76.54845156758601,2.2,92.0
2018,3,22,7,76.53927452791815,1.8,93.0
2018,3,22,8,81.21753325785272,2.6,88.0
2018,3,22,9,91.95510193026095,4.8,71.0
2018,3,22,10,106.45048309194732,6.0,60.0
2018,3,22,11,117.23166601714676,7.4,53.0
2018,3,22,12,122.23938954485817,9.6,51.0
2018,3,22,13,126.45867152802009,10.5,46.0
2018,3,22,14,121.98969895581739,10.9,42.0
2018,3,22,15,117.19593454149404,10.7,43.0
2018,3,22,16,104.15303855822064,11.3,41.0
2018,3,22,17,94.56932950535443,11.3,44.0
2018,3,22,18,85.65479954867614,9.0,47.0
2018,3,22,19,79.02441359336328,6.6,53.0
2018,3,22,20,78.90516374736326,5.3,59.0
2018,3,22,21,78.43545987045425,4.5,65.0
2018,3,22,22,77.25967592255438,4.5,72.0
2018,3,22,23,77.15258735543308,3.9,73.0
2018,3,22,24,76.67577826709213,3.5,73.0
2018,3,23,1,76.53173201454102,2.9,78.0
2018,3,23,2,76.59669088705961,2.5,80.0
2018,3,23,3,76.52544721684484,2.0,85.0
2018,3,23,4,76.42261320697688,1.8,89.0
2018,3,23,5,76.51051719913744,1.6,90.0
2018,3,23,6,76.31399849387401,1.0,92.0
2018,3,23,7,88.0371890400756,1.3,94.0
2018,3,23,8,145.8920788569631,2.4,90.0
2018,3,23,9,148.50295042318052,4.4,80.0
2018,3,23,10,151.4128898911587,6.7,65.0
2018,3,23,11,159.48452601957845,7.8,57.0
2018,3,23,12,178.3760481856997,9.9,49.0
2018,3,23,13,167.8331708761327,12.4,46.0
2018,3,23,14,187.1874101699294,14.4,42.0
2018,3,23,15,179.9552362467229,13.8,38.0
2018,3,23,16,156.5617119790588,13.9,34.0
2018,3,23,17,162.3935984450832,13.7,34.0
2018,3,23,18,153.75856366246975,12.0,39.0
2018,3,23,19,146.69143530683579,9.4,49.0
2018,3,23,20,146.659823543168,7.6,54.0
2018,3,23,21,146.19517195299733,6.9,51.0
2018,3,23,22,145.96594885932123,6.0,64.0
2018,3,23,23,146.4457736927769,5.4,72.0
2018,3,23,24,134.1097706328132,5.4,73.0
2018,3,24,1,77.38362140846137,4.7,68.0
2018,3,24,2,76.980324415411,4.1,73.0
2018,3,24,3,63.47459536273606,4.1,77.0
2018,3,24,4,4.655461057922526,3.5,81.0
2018,3,24,5,4.526088995139704,3.0,85.0
2018,3,24,6,4.592362293966117,3.0,82.0
2018,3,24,7,4.754777748686806,2.2,89.0
2018,3,24,8,8.478115217757017,3.4,85.0
2018,3,24,9,22.124751274725373,5.4,79.0
2018,3,24,10,36.80189629679308,7.9,67.0
2018,3,24,11,44.77689499651032,10.6,47.0
2018,3,24,12,51.10420297862283,13.4,39.0
2018,3,24,13,53.29169442845191,14.6,40.0
2018,3,24,14,52.27073427268564,16.1,41.0
2018,3,24,15,50.60037316692033,17.0,40.0
2018,3,24,16,51.00577727481889,17.4,44.0
2018,3,24,17,39.93570033432377,16.4,48.0
2018,3,24,18,40.28719406005918,14.9,49.0
2018,3,24,19,77.12547967577697,13.7,53.0
2018,3,24,20,76.8532106958148,11.9,65.0
2018,3,24,21,76.54254358049964,11.2,71.0
2018,3,24,22,75.87376649964459,10.4,76.0
2018,3,24,23,75.4638167199413,10.0,83.0
2018,3,24,24,75.3699417288867,9.1,83.0
2018,3,25,1,63.15945566931307,8.9,87.0
2018,3,25,2,61.856754598656885,8.4,92.0
2018,3,25,3,61.81258206124978,7.5,92.0
2018,3,25,4,61.72915694837781,6.8,97.0
2018,3,25,5,61.57395004445364,6.4,98.0
2018,3,25,6,61.49779019300508,6.1,98.0
2018,3,25,7,82.66080358951325,5.4,98.0
2018,3,25,8,147.08289112099033,5.8,98.0
2018,3,25,9,159.30495749057607,7.8,96.0
2018,3,25,10,162.66285294016683,9.9,85.0
2018,3,25,11,164.86733615405,13.4,68.0
2018,3,25,12,158.38723840095523,16.4,55.0
2018,3,25,13,149.89143702902368,18.0,53.0
2018,3,25,14,151.49405414037176,17.8,49.0
2018,3,25,15,146.5736611973712,19.6,41.0
2018,3,25,16,145.73005281521378,19.3,40.0
2018,3,25,17,144.6833271312946,18.6,48.0
2018,3,25,18,138.38898188600612,16.9,49.0
2018,3,25,19,137.10403754274904,15.0,42.0
2018,3,25,20,137.13606140363896,13.4,62.0
2018,3,25,21,125.62459305165343,12.0,83.0
2018,3,25,22,63.74323990352153,11.3,84.0
2018,3,25,23,61.89029074293066,10.4,86.0
2018,3,25,24,61.87741112944459,9.8,87.0
2018,3,26,1,61.81252283015058,9.3,91.0
2018,3,26,2,61.72870326336265,8.3,97.0
2018,3,26,3,61.66485591913122,7.6,98.0
2018,3,26,4,61.59443770359682,7.6,99.0
2018,3,26,5,61.35507348959564,7.4,99.0
2018,3,26,6,61.02731127086183,7.2,99.0
2018,3,26,7,61.06665584356589,7.2,99.0
2018,3,26,8,71.73015665653993,7.4,99.0
2018,3,26,9,74.3843853873733,7.8,99.0
2018,3,26,10,77.14482430072916,10.1,98.0
2018,3,26,11,80.22086289370392,12.6,80.0
2018,3,26,12,80.35267225320712,15.6,64.0
2018,3,26,13,70.22539940296299,18.5,49.0
2018,3,26,14,68.72534283023762,19.5,41.0
2018,3,26,15,84.82331589854903,20.8,44.0
2018,3,26,16,87.30466543388137,20.6,41.0
2018,3,26,17,82.4257934914215,20.3,42.0
2018,3,26,18,79.79735171275566,19.0,47.0
2018,3,26,19,76.71845238371304,16.9,45.0
2018,3,26,20,75.30332438559044,15.0,60.0
2018,3,26,21,75.28148197258255,13.7,65.0
2018,3,26,22,75.27962816520115,12.9,68.0
2018,3,26,23,75.40213698189343,12.7,65.0
2018,3,26,24,75.44842167509336,11.5,76.0
2018,3,27,1,62.477030230918466,11.1,77.0
2018,3,27,2,4.612642014144002,10.5,83.0
2018,3,27,3,4.571001291168754,9.5,86.0
2018,3,27,4,4.603345252041574,8.9,88.0
2018,3,27,5,4.637488830141217,8.2,92.0
2018,3,27,6,4.614878933315997,7.8,95.0
2018,3,27,7,4.71136639391626,7.8,95.0
2018,3,27,8,9.7706726476158,9.0,90.0
2018,3,27,9,23.20284927744325,11.7,78.0
2018,3,27,10,40.162178633658094,14.6,60.0
2018,3,27,11,47.38705704977347,16.9,43.0
2018,3,27,12,51.97870226936839,18.8,39.0
2018,3,27,13,53.919237842609206,19.9,38.0
2018,3,27,14,56.91330941594131,22.3,38.0
2018,3,27,15,52.79179277283904,21.2,36.0
2018,3,27,16,40.098307344939755,21.3,35.0
2018,3,27,17,28.948443593347065,19.9,32.0
2018,3,27,18,28.82980874258982,19.2,34.0
2018,3,27,19,49.285650703598414,17.4,46.0
2018,3,27,20,76.8020123418534,16.2,54.0
2018,3,27,21,78.47438730499158,15.1,64.0
2018,3,27,22,77.49202818259894,14.3,69.0
2018,3,27,23,76.76609939219462,13.5,72.0
2018,3,27,24,76.51255752146953,12.5,73.0
2018,3,28,1,76.21790422695355,12.5,72.0
2018,3,28,2,64.13284569100313,11.5,80.0
2018,3,28,3,61.51612032785392,10.8,84.0
2018,3,28,4,61.517959012401484,10.3,89.0
2018,3,28,5,61.37396695000496,9.7,91.0
2018,3,28,6,61.53501378826324,9.4,91.0
2018,3,28,7,75.58388319896862,8.9,95.0
2018,3,28,8,94.0740806416193,9.9,92.0
2018,3,28,9,165.35886354042464,13.0,75.0
2018,3,28,10,176.8318921692641,16.7,56.0
2018,3,28,11,179.45226969678538,18.3,53.0
2018,3,28,12,172.9429319444632,19.8,51.0
2018,3,28,13,182.04251245741045,21.4,46.0
2018,3,28,14,191.00640712444718,22.4,39.0
2018,3,28,15,189.45010369173056,22.9,40.0
2018,3,28,16,181.31588675641336,22.1,48.0
2018,3,28,17,155.7532805686467,20.7,51.0
2018,3,28,18,87.30305107136908,19.3,56.0
2018,3,28,19,78.65395709423012,17.6,60.0
2018,3,28,20,72.47305578698375,16.8,64.0
2018,3,28,21,71.28897318401482,15.8,71.0
2018,3,28,22,70.2243130793989,15.4,80.0
2018,3,28,23,69.50789025029843,14.6,83.0
2018,3,28,24,75.75395962926483,13.9,93.0
2018,3,29,1,76.24918328827688,13.6,95.0
2018,3,29,2,76.49767791320826,14.3,91.0
2018,3,29,3,76.70457214272129,13.6,90.0
2018,3,29,4,76.97686758764269,13.8,89.0
2018,3,29,5,76.79947044553232,13.9,92.0
2018,3,29,6,76.78254421375819,13.6,94.0
2018,3,29,7,77.12520494429558,13.7,93.0
2018,3,29,8,84.4916998776586,14.6,89.0
2018,3,29,9,99.67800677059317,15.6,84.0
2018,3,29,10,114.07338819352022,16.9,74.0
2018,3,29,11,120.37065844692032,18.9,65.0
2018,3,29,12,124.65586464349421,19.1,61.0
2018,3,29,13,125.92328162233207,21.1,53.0
2018,3,29,14,124.17011796035449,23.1,51.0
2018,3,29,15,121.23300780091253,22.5,49.0
2018,3,29,16,111.74057639238912,22.3,41.0
2018,3,29,17,99.02038656040274,21.6,39.0
2018,3,29,18,85.32710916340308,20.6,43.0
2018,3,29,19,76.73501062653041,18.7,59.0
2018,3,29,20,76.70115816298217,17.5,65.0
2018,3,29,21,75.98751541483574,17.0,65.0
2018,3,29,22,75.03142213434886,16.7,70.0
2018,3,29,23,64.6400743596109,15.1,83.0
2018,3,29,24,62.45098871104798,14.3,88.0
2018,3,30,1,62.03393119944043,13.6,90.0
2018,3,30,2,61.947046738327835,13.2,90.0
2018,3,30,3,61.88905319102818,13.1,89.0
2018,3,30,4,61.860489938615075,13.3,89.0
2018,3,30,5,62.89963782254486,13.1,89.0
2018,3,30,6,79.78466113469257,12.8,95.0
2018,3,30,7,135.91255987403292,12.5,85.0
2018,3,30,8,146.74362672688594,13.5,85.0
2018,3,30,9,155.10502139260245,14.7,71.0
2018,3,30,10,133.4807829880243,15.9,60.0
2018,3,30,11,101.18718241212335,18.9,51.0
2018,3,30,12,103.81642948169112,20.6,46.0
2018,3,30,13,102.23663020613354,21.3,39.0
2018,3,30,14,103.3700828216462,21.9,39.0
2018,3,30,15,86.79492889532864,22.1,37.0
2018,3,30,16,109.51351478758455,23.0,37.0
2018,3,30,17,137.6959250954228,22.5,37.0
2018,3,30,18,117.76040187594569,20.1,53.0
