거래일,거래시간,전력거래량
2022-06-04,22,7.459173
2022-06-04,23,6.990396
2022-06-04,24,6.667742
2022-06-05,01,6.551064
2022-06-05,02,6.592703
2022-06-05,03,6.569233
2022-06-05,04,6.564203
2022-06-05,05,6.537178
2022-06-05,06,6.417372
2022-06-05,07,6.613422
2022-06-05,08,7.700398
2022-06-05,09,9.533242
2022-06-05,10,14.636051
2022-06-05,11,14.73845
2022-06-05,12,18.079624
2022-06-05,13,14.163076
2022-06-05,14,13.577155
2022-06-05,15,10.939501
2022-06-05,16,16.779718
2022-06-05,17,35.201804
2022-06-05,18,72.577869
2022-06-05,19,96.536768
2022-06-05,20,96.274142
2022-06-05,21,96.233196
2022-06-05,22,95.246638
2022-06-05,23,34.749093
2022-06-05,24,6.49835
2022-06-06,01,6.494193
2022-06-06,02,6.503266
2022-06-06,03,6.331484
2022-06-06,04,6.40029
2022-06-06,05,6.323458
2022-06-06,06,6.570281
2022-06-06,07,8.584672
2022-06-06,08,11.015786
2022-06-06,09,16.614888
2022-06-06,10,19.82441
2022-06-06,11,19.668259
2022-06-06,12,28.648104
2022-06-06,13,30.396733
2022-06-06,14,40.593124
2022-06-06,15,36.416076
2022-06-06,16,46.375196
2022-06-06,17,64.445444
2022-06-06,18,108.701692
2022-06-06,19,104.956876
2022-06-06,20,99.431485
2022-06-06,21,98.586759
2022-06-06,22,81.821938
2022-06-06,23,6.888944
2022-06-06,24,6.604953
2022-06-07,01,6.60091
2022-06-07,02,6.638722
2022-06-07,03,6.625304
2022-06-07,04,6.657676
2022-06-07,05,6.682758
2022-06-07,06,9.155889
2022-06-07,07,18.945412
2022-06-07,08,43.707032
2022-06-07,09,88.434906
2022-06-07,10,121.98562
2022-06-07,11,124.504435
2022-06-07,12,119.702838
2022-06-07,13,118.940398
2022-06-07,14,118.879284
2022-06-07,15,115.399431
2022-06-07,16,108.392993
2022-06-07,17,103.178795
2022-06-07,18,100.94679
2022-06-07,19,100.050434
2022-06-07,20,99.451299
2022-06-07,21,21.926564
2022-06-07,22,6.883947
2022-06-07,23,6.670894
2022-06-07,24,6.655716
2022-06-08,01,6.650058
2022-06-08,02,6.651715
2022-06-08,03,6.645577
2022-06-08,04,6.675746
2022-06-08,05,6.59364
2022-06-08,06,6.671597
2022-06-08,07,8.207689
2022-06-08,08,13.291787
2022-06-08,09,15.168414
2022-06-08,10,17.41228
2022-06-08,11,23.928762
2022-06-08,12,32.945812
2022-06-08,13,37.811531
2022-06-08,14,28.238353
2022-06-08,15,28.428317
2022-06-08,16,26.48534
2022-06-08,17,25.32319
2022-06-08,18,21.861764
2022-06-08,19,12.830658
2022-06-08,20,9.193419
2022-06-08,21,7.981315
2022-06-08,22,7.32747
2022-06-08,23,6.53325
2022-06-08,24,6.460882
2022-06-09,01,6.608493
2022-06-09,02,6.625183
2022-06-09,03,6.642243
2022-06-09,04,6.697925
2022-06-09,05,6.638983
2022-06-09,06,6.954231
2022-06-09,07,11.085901
2022-06-09,08,18.382131
2022-06-09,09,28.455423
2022-06-09,10,38.359328
2022-06-09,11,42.35043
2022-06-09,12,41.095298
2022-06-09,13,46.95661
2022-06-09,14,42.02141
2022-06-09,15,39.956507
2022-06-09,16,44.894449
2022-06-09,17,72.384128
2022-06-09,18,107.775883
2022-06-09,19,103.347109
2022-06-09,20,109.204079
2022-06-09,21,109.831896
2022-06-09,22,82.698217
2022-06-09,23,7.134306
2022-06-09,24,6.768357
2022-06-10,01,5.49382
2022-06-10,02,6.124592
2022-06-10,03,6.619331
2022-06-10,04,6.671296
2022-06-10,05,6.549222
2022-06-10,06,7.102249
2022-06-10,07,11.088141
2022-06-10,08,18.433258
2022-06-10,09,29.67442
2022-06-10,10,36.846516
2022-06-10,11,41.085218
2022-06-10,12,40.694463
2022-06-10,13,36.738768
2022-06-10,14,43.176713
2022-06-10,15,92.302052
2022-06-10,16,116.286884
2022-06-10,17,111.725395
2022-06-10,18,107.00517
2022-06-10,19,101.882405
2022-06-10,20,100.041756
2022-06-10,21,88.251897
2022-06-10,22,79.719258
2022-06-10,23,6.626095
2022-06-10,24,6.507148
2022-06-11,01,6.515302
2022-06-11,02,6.445422
2022-06-11,03,6.103372
2022-06-11,04,6.0758
2022-06-11,05,6.092616
2022-06-11,06,6.238134
2022-06-11,07,8.701447
2022-06-11,08,13.313817
2022-06-11,09,26.165593
2022-06-11,10,38.408164
2022-06-11,11,42.73796
2022-06-11,12,46.603418
2022-06-11,13,47.687098
2022-06-11,14,48.60077
2022-06-11,15,59.520388
2022-06-11,16,84.26651
2022-06-11,17,75.992241
2022-06-11,18,64.344835
2022-06-11,19,65.03096
2022-06-11,20,60.986537
2022-06-11,21,59.999631
2022-06-11,22,49.567528
2022-06-11,23,7.132274
2022-06-11,24,6.858678
2022-06-12,01,6.680648
2022-06-12,02,6.62102
2022-06-12,03,6.593904
2022-06-12,04,6.61399
2022-06-12,05,6.536139
2022-06-12,06,6.7703
2022-06-12,07,9.868347
2022-06-12,08,17.877451
2022-06-12,09,29.244061
2022-06-12,10,37.504917
2022-06-12,11,32.309728
2022-06-12,12,34.283549
2022-06-12,13,30.094046
2022-06-12,14,30.009728
2022-06-12,15,24.59723
2022-06-12,16,15.712877
2022-06-12,17,10.791799
2022-06-12,18,12.18537
2022-06-12,19,11.271914
2022-06-12,20,8.985444
2022-06-12,21,7.579557
2022-06-12,22,7.164624
2022-06-12,23,6.805814
2022-06-12,24,6.775918
2022-06-13,01,6.624445
2022-06-13,02,6.580132
2022-06-13,03,6.506241
2022-06-13,04,6.549316
2022-06-13,05,6.503279
2022-06-13,06,6.733558
2022-06-13,07,8.373879
2022-06-13,08,11.326779
2022-06-13,09,15.008698
2022-06-13,10,26.916123
2022-06-13,11,54.942945
2022-06-13,12,69.053164
2022-06-13,13,68.905807
2022-06-13,14,84.677641
2022-06-13,15,128.494949
2022-06-13,16,122.223532
2022-06-13,17,113.810083
2022-06-13,18,114.280828
2022-06-13,19,112.810757
2022-06-13,20,100.713817
2022-06-13,21,98.192716
2022-06-13,22,97.341898
2022-06-13,23,35.095135
2022-06-13,24,6.651469
2022-06-14,01,6.602313
2022-06-14,02,6.639062
2022-06-14,03,6.592376
2022-06-14,04,6.611724
2022-06-14,05,6.533564
2022-06-14,06,6.618303
2022-06-14,07,8.029589
2022-06-14,08,9.652963
2022-06-14,09,13.543544
2022-06-14,10,17.924426
2022-06-14,11,17.746923
2022-06-14,12,22.966672
2022-06-14,13,29.077403
2022-06-14,14,27.059325
2022-06-14,15,19.357479
2022-06-14,16,17.116726
2022-06-14,17,16.353958
2022-06-14,18,12.489866
2022-06-14,19,10.705262
2022-06-14,20,9.227482
2022-06-14,21,8.214327
2022-06-14,22,7.118879
2022-06-14,23,6.929946
2022-06-14,24,6.958429
2022-06-15,01,6.943621
2022-06-15,02,6.93553
2022-06-15,03,6.88534
2022-06-15,04,6.934565
2022-06-15,05,6.924326
2022-06-15,06,6.948494
2022-06-15,07,8.103999
2022-06-15,08,16.735805
2022-06-15,09,41.93999
2022-06-15,10,70.488922
2022-06-15,11,74.953524
2022-06-15,12,77.22208
2022-06-15,13,78.675415
2022-06-15,14,78.755713
2022-06-15,15,80.358393
2022-06-15,16,75.379557
2022-06-15,17,71.832005
2022-06-15,18,68.994328
2022-06-15,19,62.109322
2022-06-15,20,58.203081
2022-06-15,21,56.744504
2022-06-15,22,47.454369
2022-06-15,23,6.714512
2022-06-15,24,6.343819
2022-06-16,01,6.282715
2022-06-16,02,6.409195
2022-06-16,03,6.450499
2022-06-16,04,6.354377
2022-06-16,05,6.354472
2022-06-16,06,6.648394
2022-06-16,07,9.669007
2022-06-16,08,16.43929
2022-06-16,09,24.601086
2022-06-16,10,33.630365
2022-06-16,11,43.059531
2022-06-16,12,82.915724
2022-06-16,13,81.769085
2022-06-16,14,88.806609
2022-06-16,15,92.281876
2022-06-16,16,79.884224
2022-06-16,17,69.193596
2022-06-16,18,66.532376
2022-06-16,19,61.088523
2022-06-16,20,49.362582
2022-06-16,21,8.66721
2022-06-16,22,7.646045
2022-06-16,23,7.16875
2022-06-16,24,6.950999
2022-06-17,01,6.743436
2022-06-17,02,6.774495
2022-06-17,03,6.703619
2022-06-17,04,6.776271
2022-06-17,05,6.749814
2022-06-17,06,6.841976
2022-06-17,07,8.780713
2022-06-17,08,12.826152
2022-06-17,09,19.418776
2022-06-17,10,16.751639
2022-06-17,11,26.114293
2022-06-17,12,37.890252
2022-06-17,13,41.356465
2022-06-17,14,48.557089
2022-06-17,15,60.290189
2022-06-17,16,101.310614
2022-06-17,17,107.780349
2022-06-17,18,103.21081
2022-06-17,19,100.954206
2022-06-17,20,100.449863
2022-06-17,21,98.219633
2022-06-17,22,96.771845
2022-06-17,23,16.358416
2022-06-17,24,8.249786
2022-06-18,01,8.231235
2022-06-18,02,8.231316
2022-06-18,03,8.169253
2022-06-18,04,8.062719
2022-06-18,05,7.977528
2022-06-18,06,7.011493
2022-06-18,07,9.976449
2022-06-18,08,15.990161
2022-06-18,09,20.731659
2022-06-18,10,28.854143
2022-06-18,11,41.969538
2022-06-18,12,82.1279
2022-06-18,13,133.385891
2022-06-18,14,128.223393
2022-06-18,15,131.741069
2022-06-18,16,120.574346
2022-06-18,17,122.35754
2022-06-18,18,111.009108
2022-06-18,19,27.537634
2022-06-18,20,9.805073
2022-06-18,21,8.551457
2022-06-18,22,7.333947
2022-06-18,23,6.826472
2022-06-18,24,6.874421
2022-06-19,01,7.587539
2022-06-19,02,7.723306
2022-06-19,03,7.719943
2022-06-19,04,7.61792
2022-06-19,05,7.560327
2022-06-19,06,7.619216
2022-06-19,07,8.723271
2022-06-19,08,12.266181
2022-06-19,09,18.756442
2022-06-19,10,27.143848
2022-06-19,11,22.431265
2022-06-19,12,32.342029
2022-06-19,13,39.88466
2022-06-19,14,40.289376
2022-06-19,15,40.228541
2022-06-19,16,35.660841
2022-06-19,17,29.473204
2022-06-19,18,22.589947
2022-06-19,19,14.778162
2022-06-19,20,10.811926
2022-06-19,21,9.294808
2022-06-19,22,8.151616
2022-06-19,23,7.675363
2022-06-19,24,7.36889
2022-06-20,01,7.231652
2022-06-20,02,7.173975
2022-06-20,03,7.214027
2022-06-20,04,7.255571
2022-06-20,05,7.219499
2022-06-20,06,7.342611
2022-06-20,07,10.729839
2022-06-20,08,23.519654
2022-06-20,09,54.197008
2022-06-20,10,114.87622
2022-06-20,11,130.446367
2022-06-20,12,131.460264
2022-06-20,13,129.898211
2022-06-20,14,128.215667
2022-06-20,15,125.069529
2022-06-20,16,120.306575
2022-06-20,17,118.135057
2022-06-20,18,111.470818
2022-06-20,19,104.024079
2022-06-20,20,101.710302
2022-06-20,21,100.664693
2022-06-20,22,83.557994
2022-06-20,23,7.846429
2022-06-20,24,7.531788
2022-06-21,01,7.223384
2022-06-21,02,7.084327
2022-06-21,03,7.097983
2022-06-21,04,7.14784
2022-06-21,05,7.160591
2022-06-21,06,7.294841
2022-06-21,07,10.601165
2022-06-21,08,17.112517
2022-06-21,09,24.469331
2022-06-21,10,29.412731
2022-06-21,11,34.367272
2022-06-21,12,35.514562
2022-06-21,13,43.007532
2022-06-21,14,48.89411
2022-06-21,15,67.187869
2022-06-21,16,114.821203
2022-06-21,17,121.142677
2022-06-21,18,112.72866
2022-06-21,19,105.821766
2022-06-21,20,98.699851
2022-06-21,21,98.253895
2022-06-21,22,97.200092
2022-06-21,23,36.279881
2022-06-21,24,7.788878
2022-06-22,01,7.572005
2022-06-22,02,7.571836
2022-06-22,03,7.423395
2022-06-22,04,7.225061
2022-06-22,05,7.080498
2022-06-22,06,7.331269
2022-06-22,07,10.790698
2022-06-22,08,18.087674
2022-06-22,09,28.341214
2022-06-22,10,38.230655
2022-06-22,11,42.382693
2022-06-22,12,45.702583
2022-06-22,13,46.983007
2022-06-22,14,46.530187
2022-06-22,15,50.181366
2022-06-22,16,66.994
2022-06-22,17,104.472188
2022-06-22,18,112.69792
2022-06-22,19,103.208009
2022-06-22,20,99.012481
2022-06-22,21,82.452228
2022-06-22,22,8.569847
2022-06-22,23,7.815102
2022-06-22,24,7.599709
2022-06-23,01,7.457433
2022-06-23,02,7.420731
2022-06-23,03,7.386407
2022-06-23,04,7.41519
2022-06-23,05,7.402764
2022-06-23,06,7.423468
2022-06-23,07,15.406341
2022-06-23,08,57.413306
2022-06-23,09,87.539894
2022-06-23,10,114.576822
2022-06-23,11,107.958579
2022-06-23,12,106.704878
2022-06-23,13,116.111343
2022-06-23,14,109.73045
2022-06-23,15,102.777014
2022-06-23,16,103.048354
2022-06-23,17,103.122196
2022-06-23,18,103.24687
2022-06-23,19,99.306932
2022-06-23,20,98.481353
2022-06-23,21,51.500004
2022-06-23,22,8.004899
2022-06-23,23,7.910833
2022-06-23,24,7.847632
2022-06-24,01,7.771778
2022-06-24,02,7.862229
2022-06-24,03,7.86121
2022-06-24,04,7.407623
2022-06-24,05,7.285071
2022-06-24,06,7.135303
2022-06-24,07,9.455648
2022-06-24,08,29.891154
2022-06-24,09,85.831912
2022-06-24,10,108.151072
2022-06-24,11,107.428505
2022-06-24,12,106.029908
2022-06-24,13,71.500399
2022-06-24,14,78.829123
2022-06-24,15,80.210188
2022-06-24,16,71.93115
2022-06-24,17,31.679651
2022-06-24,18,23.435934
2022-06-24,19,16.23248
2022-06-24,20,10.838957
2022-06-24,21,9.077153
2022-06-24,22,8.426414
2022-06-24,23,8.251089
2022-06-24,24,8.193419
2022-06-25,01,8.169126
2022-06-25,02,8.189497
2022-06-25,03,8.220471
2022-06-25,04,8.23999
2022-06-25,05,8.186163
2022-06-25,06,8.19419
2022-06-25,07,8.190497
2022-06-25,08,9.89468
2022-06-25,09,12.45881
2022-06-25,10,21.769907
2022-06-25,11,29.795285
2022-06-25,12,30.703241
2022-06-25,13,40.724552
2022-06-25,14,42.369256
2022-06-25,15,48.317941
2022-06-25,16,59.586491
2022-06-25,17,111.961519
2022-06-25,18,113.723325
2022-06-25,19,103.829988
2022-06-25,20,106.212507
2022-06-25,21,105.673483
2022-06-25,22,82.278119
2022-06-25,23,8.21028
2022-06-25,24,7.852834
2022-06-26,01,7.750503
2022-06-26,02,7.78985
2022-06-26,03,7.711587
2022-06-26,04,7.726215
2022-06-26,05,7.616481
2022-06-26,06,7.698514
2022-06-26,07,8.140652
2022-06-26,08,9.563608
2022-06-26,09,11.40567
2022-06-26,10,19.305561
2022-06-26,11,25.450392
2022-06-26,12,21.135384
2022-06-26,13,25.534162
2022-06-26,14,40.43028
2022-06-26,15,60.544991
2022-06-26,16,109.00859
2022-06-26,17,115.634595
2022-06-26,18,111.46959
2022-06-26,19,102.519989
2022-06-26,20,98.62546
2022-06-26,21,97.341855
2022-06-26,22,90.759625
2022-06-26,23,13.289547
2022-06-26,24,7.674401
2022-06-27,01,7.656965
2022-06-27,02,7.667716
2022-06-27,03,7.678867
2022-06-27,04,7.51993
2022-06-27,05,7.520014
2022-06-27,06,7.492168
2022-06-27,07,7.473788
2022-06-27,08,16.524939
2022-06-27,09,48.502649
2022-06-27,10,93.274575
2022-06-27,11,103.337693
2022-06-27,12,107.497365
2022-06-27,13,109.826502
2022-06-27,14,111.184606
2022-06-27,15,112.62869
2022-06-27,16,111.254351
2022-06-27,17,105.12947
2022-06-27,18,103.233037
2022-06-27,19,100.789933
2022-06-27,20,97.82315
2022-06-27,21,97.784896
2022-06-27,22,37.240022
2022-06-27,23,8.019913
2022-06-27,24,8.025952
2022-06-28,01,7.99288
2022-06-28,02,7.919948
2022-06-28,03,7.845434
2022-06-28,04,7.800034
2022-06-28,05,7.749045
2022-06-28,06,7.903459
2022-06-28,07,11.730398
2022-06-28,08,25.417034
2022-06-28,09,92.590287
2022-06-28,10,113.62013
2022-06-28,11,108.757444
2022-06-28,12,120.974143
2022-06-28,13,125.955389
2022-06-28,14,127.172948
2022-06-28,15,120.392359
2022-06-28,16,114.495872
2022-06-28,17,102.467485
2022-06-28,18,100.666422
2022-06-28,19,98.578607
2022-06-28,20,97.042805
2022-06-28,21,96.77728
2022-06-28,22,37.044961
2022-06-28,23,8.223618
2022-06-28,24,8.179938
2022-06-29,01,8.133719
2022-06-29,02,8.125516
2022-06-29,03,8.129105
2022-06-29,04,8.024951
2022-06-29,05,8.055211
2022-06-29,06,7.965866
2022-06-29,07,11.10847
2022-06-29,08,24.523662
2022-06-29,09,89.623504
2022-06-29,10,114.660786
2022-06-29,11,112.208929
2022-06-29,12,114.749381
2022-06-29,13,117.955186
2022-06-29,14,114.434689
2022-06-29,15,112.402656
2022-06-29,16,107.104158
2022-06-29,17,105.451057
2022-06-29,18,112.705698
2022-06-29,19,111.404866
2022-06-29,20,96.970554
2022-06-29,21,94.989515
2022-06-29,22,35.19683
2022-06-29,23,6.406386
2022-06-29,24,6.460167
2022-06-30,01,6.412325
2022-06-30,02,6.406552
2022-06-30,03,6.374344
2022-06-30,04,6.388237
2022-06-30,05,6.347756
2022-06-30,06,6.489459
2022-06-30,07,7.082906
2022-06-30,08,20.809398
2022-06-30,09,59.903948
2022-06-30,10,113.760675
2022-06-30,11,109.884301
2022-06-30,12,115.798046
2022-06-30,13,119.681848
2022-06-30,14,113.531888
2022-06-30,15,113.461492
2022-06-30,16,107.13449
2022-06-30,17,107.935503
2022-06-30,18,107.850197
2022-06-30,19,105.660512
2022-06-30,20,100.365475
2022-06-30,21,97.884368
2022-06-30,22,98.165758
2022-06-30,23,51.258725
2022-06-30,24,6.912557
2022-07-01,01,6.679679
2022-07-01,02,6.620933
2022-07-01,03,6.714585
2022-07-01,04,6.71497
2022-07-01,05,6.636644
2022-07-01,06,6.862849
2022-07-01,07,12.129948
2022-07-01,08,28.597354
2022-07-01,09,56.092075
2022-07-01,10,125.935432
2022-07-01,11,131.352162
2022-07-01,12,130.521677
2022-07-01,13,125.292861
2022-07-01,14,127.427217
2022-07-01,15,124.994547
2022-07-01,16,123.324092
2022-07-01,17,117.142909
2022-07-01,18,109.140042
2022-07-01,19,100.433528
2022-07-01,20,98.695599
2022-07-01,21,97.974367
2022-07-01,22,73.669899
2022-07-01,23,6.498873
2022-07-01,24,6.227537
2022-07-02,01,6.058455
2022-07-02,02,6.063923
2022-07-02,03,6.034217
2022-07-02,04,6.057347
2022-07-02,05,6.070691
2022-07-02,06,6.515866
2022-07-02,07,10.895618
2022-07-02,08,19.178931
2022-07-02,09,30.583034
2022-07-02,10,38.764414
2022-07-02,11,41.771125
2022-07-02,12,45.691812
2022-07-02,13,62.609726
2022-07-02,14,110.673126
2022-07-02,15,123.051595
2022-07-02,16,118.917459
2022-07-02,17,112.243027
2022-07-02,18,106.788912
2022-07-02,19,100.571897
2022-07-02,20,91.529891
2022-07-02,21,94.888324
2022-07-02,22,95.267176
2022-07-02,23,88.569663
2022-07-02,24,9.268305
2022-07-03,01,3.509591
2022-07-03,02,3.534666
2022-07-03,03,3.511014
2022-07-03,04,3.52016
2022-07-03,05,3.510022
2022-07-03,06,3.619962
2022-07-03,07,6.163705
2022-07-03,08,14.748624
2022-07-03,09,22.296801
2022-07-03,10,29.933827
2022-07-03,11,36.475294
2022-07-03,12,34.613988
2022-07-03,13,28.722502
2022-07-03,14,24.997689
2022-07-03,15,33.402296
2022-07-03,16,24.029562
2022-07-03,17,20.41127
2022-07-03,18,13.797844
2022-07-03,19,8.986104
2022-07-03,20,6.66221
2022-07-03,21,4.929458
2022-07-03,22,4.385278
2022-07-03,23,3.654789
2022-07-03,24,3.457138
2022-07-04,01,3.496884
2022-07-04,02,3.599213
2022-07-04,03,3.527969
2022-07-04,04,3.571429
2022-07-04,05,3.533328
2022-07-04,06,3.563364
2022-07-04,07,12.394648
2022-07-04,08,41.050513
2022-07-04,09,101.557943
2022-07-04,10,106.954862
2022-07-04,11,119.985921
2022-07-04,12,117.431491
2022-07-04,13,112.959994
2022-07-04,14,109.033885
2022-07-04,15,103.621694
2022-07-04,16,104.346396
2022-07-04,17,109.690491
2022-07-04,18,101.546983
2022-07-04,19,92.58172
2022-07-04,20,95.517857
2022-07-04,21,95.612097
2022-07-04,22,36.780896
2022-07-04,23,3.894753
2022-07-04,24,3.70916
2022-07-05,01,3.727051
2022-07-05,02,3.780237
2022-07-05,03,3.697143
2022-07-05,04,3.739919
2022-07-05,05,3.751849
2022-07-05,06,3.741186
2022-07-05,07,7.085413
2022-07-05,08,17.621556
2022-07-05,09,65.509186
2022-07-05,10,119.175254
2022-07-05,11,116.827065
2022-07-05,12,119.265574
2022-07-05,13,120.738645
2022-07-05,14,116.013743
2022-07-05,15,107.007934
2022-07-05,16,110.58264
2022-07-05,17,102.305882
2022-07-05,18,99.227875
2022-07-05,19,94.595294
2022-07-05,20,94.10197
2022-07-05,21,93.042254
2022-07-05,22,89.036996
2022-07-05,23,10.364748
2022-07-05,24,4.873643
2022-07-06,01,4.867007
2022-07-06,02,4.875114
2022-07-06,03,4.871226
2022-07-06,04,4.827795
2022-07-06,05,4.758445
2022-07-06,06,5.009221
2022-07-06,07,8.62639
2022-07-06,08,37.922448
2022-07-06,09,73.868994
2022-07-06,10,116.785984
2022-07-06,11,120.682805
2022-07-06,12,119.826123
2022-07-06,13,126.586092
2022-07-06,14,126.627172
2022-07-06,15,123.950851
2022-07-06,16,120.567964
2022-07-06,17,113.1816
2022-07-06,18,108.53093
2022-07-06,19,102.136218
2022-07-06,20,96.970861
2022-07-06,21,94.966727
2022-07-06,22,95.082864
2022-07-06,23,64.967461
2022-07-06,24,6.545073
2022-07-07,01,6.356164
2022-07-07,02,6.322224
2022-07-07,03,6.34129
2022-07-07,04,6.303692
2022-07-07,05,6.259022
2022-07-07,06,6.38603
2022-07-07,07,7.806811
2022-07-07,08,24.829886
2022-07-07,09,54.692166
2022-07-07,10,89.05066
2022-07-07,11,118.14046
2022-07-07,12,117.725684
2022-07-07,13,112.62453
2022-07-07,14,102.215723
2022-07-07,15,106.981889
2022-07-07,16,105.657209
2022-07-07,17,103.471933
2022-07-07,18,98.217172
2022-07-07,19,97.479349
2022-07-07,20,95.645327
2022-07-07,21,95.705553
2022-07-07,22,79.180579
2022-07-07,23,5.996366
2022-07-07,24,5.992235
2022-07-08,01,5.983539
2022-07-08,02,5.976225
2022-07-08,03,5.987681
2022-07-08,04,5.845267
2022-07-08,05,5.684588
2022-07-08,06,5.931301
2022-07-08,07,9.759004
2022-07-08,08,29.641509
2022-07-08,09,78.196703
2022-07-08,10,96.810894
2022-07-08,11,102.409771
2022-07-08,12,97.36778
2022-07-08,13,99.403131
2022-07-08,14,101.779016
2022-07-08,15,107.353057
2022-07-08,16,115.003716
2022-07-08,17,113.742822
2022-07-08,18,113.818435
2022-07-08,19,112.021285
2022-07-08,20,98.709275
2022-07-08,21,79.486747
2022-07-08,22,5.891052
2022-07-08,23,5.836631
2022-07-08,24,5.836996
2022-07-09,01,5.860576
2022-07-09,02,5.846161
2022-07-09,03,5.756635
2022-07-09,04,5.781663
2022-07-09,05,5.871967
2022-07-09,06,5.911732
2022-07-09,07,7.498562
2022-07-09,08,15.041859
2022-07-09,09,23.022958
2022-07-09,10,31.298445
2022-07-09,11,33.877058
2022-07-09,12,31.581497
2022-07-09,13,28.011969
2022-07-09,14,33.133286
2022-07-09,15,37.831231
2022-07-09,16,34.713821
2022-07-09,17,27.604736
2022-07-09,18,22.402852
2022-07-09,19,14.796899
2022-07-09,20,10.449254
2022-07-09,21,8.602637
2022-07-09,22,8.145664
2022-07-09,23,7.737053
2022-07-09,24,7.404999
2022-07-10,01,7.062404
2022-07-10,02,7.043589
2022-07-10,03,7.063359
2022-07-10,04,6.931664
2022-07-10,05,6.857351
2022-07-10,06,6.881248
2022-07-10,07,9.2218
2022-07-10,08,16.165423
2022-07-10,09,27.310671
2022-07-10,10,36.712336
2022-07-10,11,30.441513
2022-07-10,12,34.433657
2022-07-10,13,40.216814
2022-07-10,14,40.192611
2022-07-10,15,39.659965
2022-07-10,16,28.852079
2022-07-10,17,17.966477
2022-07-10,18,14.692168
2022-07-10,19,12.697539
2022-07-10,20,9.971208
2022-07-10,21,8.588415
2022-07-10,22,7.732774
2022-07-10,23,7.156676
2022-07-10,24,6.764588
2022-07-11,01,6.78895
2022-07-11,02,6.793702
2022-07-11,03,6.798135
2022-07-11,04,6.811212
2022-07-11,05,6.8014
2022-07-11,06,6.824806
2022-07-11,07,12.29361
2022-07-11,08,20.475465
2022-07-11,09,53.038157
2022-07-11,10,82.202012
2022-07-11,11,119.222379
2022-07-11,12,113.287524
2022-07-11,13,117.711366
2022-07-11,14,123.073299
2022-07-11,15,114.867045
2022-07-11,16,110.07968
2022-07-11,17,106.191612
2022-07-11,18,108.100781
2022-07-11,19,104.334951
2022-07-11,20,95.404937
2022-07-11,21,36.542345
2022-07-11,22,7.487586
2022-07-11,23,6.794378
2022-07-11,24,6.781392
2022-07-12,01,6.733628
2022-07-12,02,6.340504
2022-07-12,03,6.33565
2022-07-12,04,6.33934
2022-07-12,05,6.324322
2022-07-12,06,6.464473
2022-07-12,07,7.957293
2022-07-12,08,11.969084
2022-07-12,09,19.594471
2022-07-12,10,24.529505
2022-07-12,11,23.942247
2022-07-12,12,27.165878
2022-07-12,13,36.104476
2022-07-12,14,40.736084
2022-07-12,15,64.130431
2022-07-12,16,112.031571
2022-07-12,17,105.007835
2022-07-12,18,98.334768
2022-07-12,19,96.400994
2022-07-12,20,96.869405
2022-07-12,21,80.732363
2022-07-12,22,8.105509
2022-07-12,23,7.29736
2022-07-12,24,7.27109
2022-07-13,01,7.225525
2022-07-13,02,8.405364
2022-07-13,03,8.767152
2022-07-13,04,8.774133
2022-07-13,05,8.747798
2022-07-13,06,8.804031
2022-07-13,07,10.614823
2022-07-13,08,13.97085
2022-07-13,09,17.063675
2022-07-13,10,15.761024
2022-07-13,11,15.923168
2022-07-13,12,17.421721
2022-07-13,13,26.121392
2022-07-13,14,21.5361
2022-07-13,15,35.129406
2022-07-13,16,88.155633
2022-07-13,17,117.807253
2022-07-13,18,107.484855
2022-07-13,19,43.691586
2022-07-13,20,10.457612
2022-07-13,21,9.344265
2022-07-13,22,8.89896
2022-07-13,23,8.742908
2022-07-13,24,8.767605
2022-07-14,01,8.770017
2022-07-14,02,8.78051
2022-07-14,03,8.80439
2022-07-14,04,8.798423
2022-07-14,05,8.783186
2022-07-14,06,8.721677
2022-07-14,07,10.68471
2022-07-14,08,17.546923
2022-07-14,09,26.96978
2022-07-14,10,27.623357
2022-07-14,11,27.934532
2022-07-14,12,41.833716
2022-07-14,13,42.592671
2022-07-14,14,41.351108
2022-07-14,15,55.601904
2022-07-14,16,102.769425
2022-07-14,17,123.505306
2022-07-14,18,111.096835
2022-07-14,19,107.31532
2022-07-14,20,98.577112
2022-07-14,21,96.753775
2022-07-14,22,82.338145
2022-07-14,23,11.268841
2022-07-14,24,10.859119
2022-07-15,01,10.648979
2022-07-15,02,10.622849
2022-07-15,03,10.520979
2022-07-15,04,10.519251
2022-07-15,05,10.502091
2022-07-15,06,10.738687
2022-07-15,07,13.301029
2022-07-15,08,20.033749
2022-07-15,09,29.55381
2022-07-15,10,33.174182
2022-07-15,11,39.240391
2022-07-15,12,45.945809
2022-07-15,13,41.130599
2022-07-15,14,39.990156
2022-07-15,15,34.614568
2022-07-15,16,33.570986
2022-07-15,17,29.450442
2022-07-15,18,26.374077
2022-07-15,19,18.115201
2022-07-15,20,13.82071
2022-07-15,21,12.649844
2022-07-15,22,11.715833
2022-07-15,23,11.098724
2022-07-15,24,10.58886
2022-07-16,01,10.13511
2022-07-16,02,10.082579
2022-07-16,03,10.051482
2022-07-16,04,10.081022
2022-07-16,05,10.107245
2022-07-16,06,10.548865
2022-07-16,07,12.81592
2022-07-16,08,18.466327
2022-07-16,09,28.58757
2022-07-16,10,43.148049
2022-07-16,11,66.335493
2022-07-16,12,86.351901
